food_id,food_name,food_category,food_description,veg_non,diet,price,height,weight,disease,diet_plan,diet_goal
291,almond and chicken momos (without shell),chicken,"chicken mince, garlic, carrots, spring onion, ginger, soya sauce, oyster sauce, sesame oil, pepper powder, egg, almonds (blanched), oil (for greasing)",Non-Veg, low_fat_diet low_carb_diet ketogenic_diet low_sodium_diet gluten_free_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,460,61.43607063,97.38065971,Diabetes,Veg,maintain body
292,berry parfait hazelnut white chocolate sable,chocolate,"for berry parfait:, egg yolk, caster sugar, berry puree, cream cheese, double cream, for hazelnut streusel:, ground hazelnut, flour, caster sugar, butter, for hazelnut white chocolate pressed sable:, hazelnut streusel, cocoa butter, puffed rice, clarified butter, melted white chocolate, for flexy berry:, raspberry puree, sugar, liquid glucose, pectin",Veg, low_fat_diet omni_diet ketogenic_diet high_fiber_diet hormone_diet high_protien_diet,250,75.70603209,97.41890284,Asthma,Vegan,maintain body
293,christmas tree pizza,pizza,"pizza dough (2 boules), red pepper, red onion, basil pesto (purchased, homemade or vegan pesto), mozzarella cheese, kosher salt",Veg, vegan_diet high_fiber_diet,465,62.09307957,87.03571925,Diabetes,Vegan,cure disease
294,portugese fish stew,fish,"sole fillet (you can also do 2/3 types of fish), large shrimps (optional), potatoes (peeled), onions (cut into slices), garlic cloves, red capsicum (can use green also), parsley or coriander (choose the herb that most suits your taste buds), few dashes of hot sauce, paprika, olive oil, white wine, rock salt",Non-Veg, alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_protien_diet dash_diet low_carb_diet,465,71.56704681,78.23248311,Hypertension,Gluten-Free,weight loss
295,cajun spiced turkey wrapped with bacon,wrapped,"turkey breast, cajun spice, spinach leaves (cooked and drained), garlic pods, salted butter, feta cheese, bacon strips, ground black pepper, for cajun spice:, onion powder, garlic powder, seasoning salt, paprika, ground black pepper, cayenne pepper, oregano, thyme, red pepper flakes (if you like it spicy))",Non-Veg, high_protien_diet,635,69.92309665,97.0861444,None,Veg,weight loss
296,badam papite ke kebab with pineapple salsa,kebab,"​कच्चा पपीता, कच्चा आलू, बादाम, नमक, हींग, हल्दी, अजवाइन, धनिया, अदरक, हरी मिर्च, बेसन, हरा धनिया, तेल, पाइनएप्पल, प्याज, हरी मिर्च, हरा धनिया, नींबू का रस, नमक , कालीमिर्च",Non-Veg, vegan_diet low_fat_diet high_fiber_diet,205,61.10402807,94.80159014,Diabetes,Veg,cure disease
297,mixed vegetable soup,soup,"मिक्स वेजिटेबल  (टमाटर, गाजर, मटर और फ्रेंच बीन्स), नमक, जीरा पाउडर, तेल, कढ़ीपत्ता",Veg, alkaline_diet low_fat_diet low_sodium_diet gluten_free_diet vegan_diet high_fiber_diet high_protien_diet dash_diet,315,69.24073961,85.20569105,Asthma,Vegan,weight gain
298,pan seared thigh of chicken,chicken,"चिकन थाई, नमक, कालीमिर्च, नींबू, फ्रेश थाइम, बार्ले, ब्रॉकली, मशरूम, एक्ट्रा वर्जिन आॅलिव आॅइल, चेरी टोमैटो",Non-Veg, low_fat_diet low_carb_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,435,65.85393969,94.17195305,Diabetes,Vegan,cure disease
299,chicken in mahalak sauce,sauce,"नमक, चीनी, सीजनिंग, तेल, कॉर्न फलोर, चिकन लेग, ताजी लाल मिर्च, लहसुन, अदरक , प्याज, लाल मिर्च पेस्ट, टोमैटो कैचअप, लाल शिमला मिर्च, पीली शिमला मिर्च, वेजिटेबल स्टॉक",Non-Veg, low_fat_diet low_carb_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,260,72.79601173,63.61391324,Asthma,Vegan,maintain body
300,berry parfait hazelnut white chocolate sable,chocolate,"for berry parfait:, egg yolk, caster sugar, berry puree, cream cheese, double cream, for hazelnut streusel:, ground hazelnut, flour, caster sugar, butter, for hazelnut white chocolate pressed sable:, hazelnut streusel, cocoa butter, puffed rice, clarified butter, melted white chocolate, for flexy berry:, raspberry puree, sugar, liquid glucose, pectin",Veg, low_fat_diet omni_diet ketogenic_diet high_fiber_diet hormone_diet high_protien_diet,340,70.88843209,75.38371144,Asthma,Non-Veg,weight loss
301,belgian pork chop,chop,"pork chop, pink pepper corn, green pepper corn, aromatic sauce, salt, black pepper, salted butter, refined oil, red cabbage, bell pepper chop, apricot, onion, red wine, ancho chilli, cayenne pepper, microgreen",Veg, low_fat_diet paleo_diet vegan_diet high_fiber_diet high_protien_diet,640,75.70370417,91.64425806,Asthma,Vegan,weight gain
302,strawberry &amp; pistachio breton tart,strawberry,"plain flour, baking powder, sea salt, unsalted butter, egg yoks, castor sugar, double cream, yolk, sugar, gelatine, butter, pistachio paste, strawberry",Veg, high_protien_diet low_fat_diet,675,69.45977665,78.65238187,Hypertension,Non-Veg,maintain body
303,duo of chocolate and strawberry,strawberry,"dark chocolate, white chocolate, strawberries",Veg, high_fiber_diet ketogenic_diet,220,59.41019228,62.42304595,Asthma,Keto,cure disease
304,mustard-parmesan whole roasted cauliflower,roasted,"cauliflowers, garlic, halved, olive oil , dijon mustard , kosher salt , freshly ground black pepper , fresh parsley leaves, parmesan , lemon wedges",Veg, alkaline_diet ketogenic_diet vegan_diet high_protien_diet dash_diet,510,65.98398717,88.14605689,Asthma,Gluten-Free,weight loss
305,hassel back sweet potatoes,vanilla,"sweet potatoes, butter, brown sugar, pure vanilla extract, ground cinnamon, himalayan pink salt / rock salt",Veg, alkaline_diet low_fat_diet omni_diet paleo_diet Mediterranean_diet low_sodium_diet high_fiber_diet high_protien_diet dash_diet,655,73.71423374,89.34011169,Diabetes,Keto,weight gain
306,slow cooked spiced sangria,sangria,"red wine (merlot / zinfandel), apple cider, honey, orange (zested and juiced), cloves (whole), green cardamom, cinnamon sticks, anise (whole), brandy",Veg, vegan_diet low_fat_diet high_fiber_diet ketogenic_diet,240,59.32533776,98.19045546,None,Keto,weight loss
307,mother christmas cake,cake,"tart apples (2 large), sugar, apple juice, eggs, vegetable oil, vanilla extracts, all-purpose flour, apple pie spice (cinnamon), salt, pecans, candied red cherries (halved), candied green cherried (halved), candied pineapple (diced), cashews (optional)",Veg, low_fat_diet high_fiber_diet ketogenic_diet,595,61.99533988,91.48209058,Diabetes,Non-Veg,cure disease
308,matcha tea macarons,tea,"egg whites, breakfast sugar, icing sugar, almond powder, matcha powder, heavy cream, white chocolate",Veg, ketogenic_diet hormone_diet,355,70.12049161,50.0515787,Asthma,Vegan,cure disease
309,"amaranthus granola with lemon yogurt, berries and marigold",yogurt,"popped amaranthus (cholai), oats, almonds, cinnamon powder, sunflower seeds, sesame seeds, honey, brown sugar, salt, olive oil, lemon rind, plain yogurt (whipped with lemon rind), blueberries",Veg, low_fat_diet omni_diet Mediterranean_diet ketogenic_diet low_sodium_diet vegan_diet high_protien_diet dash_diet,320,64.03912492,53.55856049,None,Keto,weight gain
310,chocolate fudge cookies,cookie,"dark chocolate coverture, butter, sugar, eggs, flour, baking powder, salt, cocoa powder, vanilla essence",Veg, high_protien_diet high_fiber_diet ketogenic_diet,230,62.89227764,84.65371842,None,Gluten-Free,cure disease
311,veg summer rolls,rice,"rice paper sheets, iceberg lettuce, carrot, bean sprouts, cucumber, tofu, basil, mint leaves, coriander, rice noodles (soaked in warm water for 20-25 minutes), peanuts, hoisin sauce, peanuts, garlic, oil, red chillies, water",Veg, high_protien_diet,545,70.22862398,88.41420644,Hypertension,Keto,weight loss
312,eggless vanilla cake,cake,"maida, baking powder, castor sugar, butter, milk, vanilla essence, vinegar",Veg, low_fat_diet high_fiber_diet ketogenic_diet,645,59.48991575,82.51932877,Diabetes,Non-Veg,cure disease
313,sweet potato pie,pie,"yams (red skinned), condensed milk, sugar, egg , cinnamon , marshmallows ,",Veg, alkaline_diet low_fat_diet paleo_diet Mediterranean_diet low_sodium_diet gluten_free_diet high_fiber_diet high_protien_diet dash_diet,680,61.01403161,50.25746404,Asthma,Vegan,maintain body
314,wok tossed asparagus in mild garlic sauce,sauce,"asparagus, 1 fried onion (medium), 1/2 tsp breakfast sugar, 10 ml potato starch, 20 ml stock vegetarian, 20 gm porcini, salt to taste, 50 ml oil",Veg, alkaline_diet dash_diet low_fat_diet type_a_diet,615,71.54988772,89.27761738,Hypertension,Veg,maintain body
315,cinnamon oatmeal pancakes,pancakes,"rolled oats, buttermilk (divided), whole wheat flour or oat flour, baking powder, baking soda, cinnamon, salt, eggs, canola oil , honey or maple syrup,",Veg, high_protien_diet vegan_diet low_fat_diet ketogenic_diet,215,68.12643327,73.9351239,Hypertension,Veg,maintain body
316,chocolate chip cheesecake,chocolate,"butter biscuits (broken into pieces), butter (softened), cream cheese (softened), sugar, egg, rose essence or vanilla essence, chocolate chips",Veg, low_fat_diet ketogenic_diet vegan_diet high_fiber_diet high_protien_diet,450,60.35334039,99.54460949,Diabetes,Dairy-Free,weight loss
317,chocolate lava cake,cake,"dark chocolate, butter, icing sugar, egg yolks +  whole eggs, flour",Veg, high_fiber_diet ketogenic_diet,280,63.5684574,69.44420352,Diabetes,Keto,cure disease
318,eggless coffee cupcakes,coffee,"maida/ flour, baking powder, sugar, cocoa powder, vanilla essence, butter (softened, salted. in case you are using unsalted butter, add 1/4 tsp salt), milk (to make the batter smooth. adjust the milk quantity according to your batter''s smoothness), coffee powder + 1 tsp water, to make a paste (you can increase or decrease according to your coffee tolerance)",Veg, ketogenic_diet hormone_diet,220,69.26843748,59.2116666,Diabetes,Vegan,cure disease
319,chicken in white wine,wine,"black pepper, plain flour, olive or sunflower oil, rashers lean bacon, onions or shallots  (cut in half), mushrooms, butter, boneless and skinless chicken breasts (chopped into 3cm pieces), dry white wine, chicken or vegetable stock, garlic cloves, bay leaves, fresh thyme sprigs (washed or 1/2 tsp dried thyme)",Non-Veg, low_fat_diet omni_diet low_carb_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,555,67.8628776,89.59502655,Hypertension,Keto,weight loss
320,chocolate and almond rum ball h,almond,"चॉकलेट स्पॉज एगलेस, डार्क चॉकलेट, सिंगल क्रीम, बादाम, कैस्टर शुगर, इंस्टेंट कॉफी पाउडर, डार्क रम",Veg, high_protien_diet high_fiber_diet ketogenic_diet gluten_free_diet,450,68.63514575,72.2428374,Asthma,Veg,maintain body
321,apple and walnut cake,cake,"सेब, अंडे, अखरोट, चीनी, अखरोट, तेल, मैदा, बेकिंग पाउडर, दालचीनी पाउडर",Veg, high_protien_diet low_fat_diet high_fiber_diet ketogenic_diet,510,67.61247642,62.37542917,Hypertension,Gluten-Free,weight gain
322,chocolate nero cookies,cookie,"बादाम, अंडे, चीनी (पीसी हुई), चॉकलेट (हल्की मीठी), मक्खन, मैदा, बेकिंग पाउडर, कैस्टर शुगर, आइसिंग शुगर",Veg, high_protien_diet high_fiber_diet ketogenic_diet,685,70.97352457,93.7842919,None,Dairy-Free,weight loss
323,gluten free almond cake,cake,"बादाम पाउडर, अंडा, शहद , बेकिंग सोडा, वनिला एसेंस, नमक, शहद, बादाम",Veg, low_fat_diet ketogenic_diet vegan_diet high_fiber_diet hormone_diet gluten_free_diet,635,76.50305043,71.59828879,None,Low carbs,maintain body
324,cinnamon star cookies,cookie,"मक्खन, कैस्टर शुगर, क्रिसमस मिक्स स्पाइसी, दालचीनी पाउडर, शहद, ग्लूकोज, क्रीम, कुट्टू का आटा, बेकिंग सोडा, ब्रेड फलार",Veg, ketogenic_diet,530,69.41115854,66.02505273,Asthma,Low carbs,weight loss
325,christmas chocolate fudge cookies,cookie,"मक्खन, ब्राउन शुगर, चॉकलेट, चॉकलेट चिप्स, अंडे , आटा, कोको पाउडर, बेकिंग पाउडर",Veg, high_protien_diet high_fiber_diet ketogenic_diet,545,66.37341866,54.10195201,Hypertension,Dairy-Free,weight loss
326,gluten-free christmas cake,cake,"क्रिसमस ड्राई फ्रूट्स (पहले से भीगे हुए),  संतरे का छिलका, नींबू का छिलका, गुड़ का सिरप, बादाम का आटा, सेब, मक्खन, अंडे",Veg, high_protien_diet low_fat_diet high_fiber_diet ketogenic_diet,630,69.57765764,94.41617015,None,Vegan,weight loss
327,whole wheat cake,cake,"ओवन तापमान , गेंहू का आटा, गुड़ की शक्कर, बेकिंग पाउडर, तेल, अंडे, पानी, बादाम एसेंस, अखरोट",Veg, low_fat_diet ketogenic_diet low_sodium_diet vegan_diet high_fiber_diet high_protien_diet dash_diet,395,65.15416846,63.00432112,None,Keto,maintain body
